Bombed Carbs Fluid Sex AveSpeed
TRUE 93.7492496227988 1.60341077789746 0 10.4678229154027
FALSE 54.0787866678185 1.26721078549046 0 9.69040034366952
TRUE 23.5150987067625 0.722693495881886 0 10.3411410144975
FALSE 53.323587647948 1.58081418377833 1 12.1021309831861
TRUE 104.842098442544 0.557507805753422 0 11.2598282876708
TRUE 83.8564784667093 2.06665884998642 0 12.3150629459961
TRUE 41.9889029715349 0.509871139499271 1 8.65670429147495
TRUE 98.0003935431049 0.615358217520822 1 12.303372876836
TRUE 24.6457875867132 0.545319222849668 1 11.2777677103627
FALSE 74.5479065946318 1.4664543812776 1 9.00409642178079
FALSE 63.7391272052533 1.00237622494753 1 11.7630121746021
TRUE 51.548040125373 0.664320166114669 1 13.0187407725408
TRUE 34.6592813650302 1.34243169442644 1 10.4256801895182
FALSE 89.8733984983919 1.34598076803027 1 12.8870859425488
TRUE 49.0473925288443 0.681823852655075 1 8.94893135094213
TRUE 97.6796294525951 1.51162626980036 1 11.90168550729
TRUE 24.9608588774638 0.410763119101176 0 7.25677515233808
FALSE 44.0626620838768 1.16087964554331 0 8.50364901328946
TRUE 54.8150748435796 0.52994811518555 0 7.75503739142121
TRUE 40.7726375712002 0.659622030936853 0 12.0301906282256
TRUE 31.4929253653464 1.00613353438012 0 12.3824192383712
FALSE 33.2714606430664 1.64965760789876 0 9.91826723650763
TRUE 33.0466230819849 1.2198435388829 1 12.3765083746482
TRUE 39.3712541802271 1.00544953341343 0 8.92169986355922
TRUE 33.7837875861229 0.423666125328168 0 8.7357739801192
FALSE 67.1611393860428 1.66553251185142 1 10.194243716639
TRUE 80.1637369396068 0.439021861202307 1 11.2992838815561
TRUE 50.1192201367975 0.585326706368616 1 11.6600931395085
FALSE 68.4491533361475 0.763993701387557 1 8.5600882055975
TRUE 33.8840846588146 0.652993743181344 1 10.9359260098612
TRUE 22.5879122308381 0.583723071847741 1 9.00883461880466
TRUE 49.5942540089878 0.479341507520608 0 9.47262816945627
FALSE 39.8228070199194 1.10789992823572 0 10.7820950884102
TRUE 78.0092261601726 0.477970697471163 1 9.33126111848233
TRUE 67.6471744667828 0.488319185324219 0 10.4137320506279
FALSE 53.1736373204935 1.24958427932849 1 8.74902805063062
TRUE 71.3055666023278 0.46842436786197 1 9.87664988239175
TRUE 52.324775567175 0.820866915165012 0 9.72572771684455
FALSE 71.1344512127853 0.775556601236962 0 8.9416625309582
TRUE 102.228496106144 1.63777606092394 0 12.1897957923998
FALSE 67.8277138024565 1.17948189724076 1 13.3585133172446
TRUE 31.7932465400732 0.772109223629851 1 8.60773125412078
FALSE 77.0183002786145 1.4381823783575 1 13.5795865070691
TRUE 97.3246216044582 2.03434679662772 0 12.5639031924985
TRUE 28.7846336847738 0.389345292138693 1 11.2180820204762
TRUE 85.7887958013638 1.88514033952949 1 12.2811696868087
FALSE 46.3885819622143 1.00723913294864 0 9.54706244415186
FALSE 78.6938031126361 1.3938032658391 1 10.0990870684045
FALSE 77.9710773137402 1.40839946101402 1 10.6974863859906
FALSE 77.3292701744651 1.50881913096566 1 12.0953853439606
TRUE 30.911699191722 0.48547277446628 1 7.03919214261343
TRUE 73.6083871885248 0.39110771433968 0 8.78576668733474
FALSE 50.370784150741 1.51894567818106 1 12.7355888325934
FALSE 90.8349155966813 1.38879722108608 1 9.57265381641024
FALSE 87.7847976308585 1.17409258297202 1 11.4117288697512
FALSE 55.4527842184127 1.11718246359298 0 9.5474320499571
TRUE 57.1312268725995 0.581183913807156 1 10.8424219455098
TRUE 21.0063539385361 1.14088624400453 1 9.45990244144222
TRUE 33.2001578094678 0.535595801349798 1 8.82026232241769
FALSE 64.9441292828636 1.03577233987404 0 11.9664874932174
TRUE 48.2084531723689 1.75026859564562 1 10.1689701169811
FALSE 58.3352377904932 1.30825688859509 1 10.6886027932889
FALSE 71.8642710196362 1.29877263802446 0 14.5716973847404
TRUE 105.376884917054 1.02939990517627 0 11.8026255558139
FALSE 94.7121929256528 1.34740956281034 0 11.7992237765581
TRUE 20.3772404450298 0.609140690250568 1 9.65789957565288
FALSE 62.4792849974666 1.70454520929996 0 15.2741389540344
FALSE 65.8038695852746 0.991350608869397 0 9.76679457314891
TRUE 41.9207076358204 0.454648679895609 1 11.4738887038181
TRUE 41.3097335226341 1.67340794929541 1 11.6045301202339
TRUE 29.7289585056355 1.42018863851794 0 9.04969494309417
TRUE 64.226567324878 0.459050912220235 1 12.640550443712
TRUE 32.8923914582664 0.483416874666783 1 8.52500599245105
FALSE 82.4303739704149 0.682017340044033 1 10.2670014771833
FALSE 94.9242259704614 0.96830473914655 0 9.97100612867968
TRUE 26.1770694567118 0.817472655807972 1 10.0527506461129
TRUE 20.4483173679618 1.50743162556566 1 10.1544683858671
FALSE 32.8098303826724 1.43498767651858 0 11.6367247893307
TRUE 68.5274524892057 0.494797668239629 0 9.95937984544703
TRUE 97.4441387442805 0.813055372089773 1 8.99400520182802
FALSE 52.352046506223 1.17792338962959 1 10.633372824506
FALSE 70.4980903823258 0.919547462138538 1 10.2286926116806
TRUE 30.365279555338 0.362794970437623 1 6.75035024293923
FALSE 64.4204974206471 1.84222644601259 1 9.76860886173652
TRUE 27.9423041388826 0.876507443880814 0 10.4264162427
FALSE 58.3075395184849 1.17090421125202 1 13.2062300680171
TRUE 36.6772305137717 1.22081282647552 1 10.6815193106619
FALSE 55.3633060332262 1.27864797798634 1 12.0696951033985
TRUE 23.3281921231538 0.608338289284711 1 12.6563557869145
TRUE 44.4056205858695 2.05615560261483 1 11.1706667598734
TRUE 43.2668568044353 1.00551393626244 0 8.33132117125565
TRUE 61.0002527134687 0.610570415097763 0 10.8350554078074
TRUE 42.6697529611934 1.00019456358323 1 11.5126963145455
FALSE 61.3863352687521 1.72288975311131 0 13.0762972557547
FALSE 59.025085017447 1.17730842385736 0 10.0890459623779
TRUE 46.4831882235445 0.675293639621977 0 10.9705480595247
TRUE 23.9583569219524 1.82711595863962 1 8.20936174486195
TRUE 57.6322711792221 0.422660412964424 1 9.51194885468301
TRUE 48.8816909827262 0.484077930795526 1 10.3326347749009
TRUE 44.6898074344621 1.095987809697 1 11.0376199665179
TRUE 61.4498393424263 0.602310278224758 1 9.40344114659998
FALSE 84.833246442438 1.46863297603824 0 10.5695357393666
FALSE 54.6820566791855 1.3543542010241 0 8.6899479573787
TRUE 30.5776942244101 0.46292360919665 1 8.19774706155417
FALSE 77.3856889273758 1.5393833837382 1 8.37744277679109
FALSE 63.6957652810748 0.965332551152858 1 9.18071671504734
TRUE 43.2166717406157 0.686793122266118 1 10.3882718652951
FALSE 86.1261638357165 0.592995434659275 1 10.871775281091
FALSE 33.1328363141661 1.55776940813002 0 9.1179213985495
TRUE 60.6345789982066 0.381075227586304 1 9.90758741664464
TRUE 96.4276121684109 1.24037285774349 1 11.5423619381594
FALSE 55.7304762154488 0.944950445890484 0 9.91756297742245
FALSE 82.0903754691894 0.916338376836733 1 13.3738353994195
FALSE 54.6147178497343 1.04398402745111 0 11.7224612691952
FALSE 65.4730493841995 0.685118442069474 1 11.3006895478569
TRUE 25.0237317981021 0.430854243604026 1 9.27797168580706
TRUE 103.711891616209 1.43129321216473 0 14.240429603377
TRUE 21.0425135344004 1.66084967471014 1 10.1760965082563
TRUE 102.858104718491 0.368569807418631 1 14.4473870172591
TRUE 51.2134287762023 0.440128980468072 0 11.2775180252967
FALSE 68.69952563351 0.838042446062912 1 11.951300457156
TRUE 56.0938350279948 0.629603478724563 1 10.6737433306645
TRUE 38.2757468751312 1.09412820764385 1 10.4042081062381
FALSE 41.2489599829482 1.44909119813509 0 9.83993982796937
